main_category,title,average_rating,rating_number,features,description,price,store,categories,details,parent_asin
All Beauty,"613 Blonde Virgin Hair Straight human hair 16 18 20 inch, Pack Of 3,100g/Bundle,Honey Blonde Brazilian Hair Weave,7A Blonde Human Hair boundles",4.2,9,[],[],,,[],"{'Color': 'Honey blonde', 'Material': 'Human Hair', 'Extension Length': '20 Inches', 'Hair Type': 'Straight', 'Material Feature': 'Natural', 'Is Discontinued By Manufacturer': 'No', 'Package Dimensions': '10.7 x 6.1 x 2.9 inches; 1.15 Pounds', 'UPC': '712383517012'}",B01IMSVNK2
All Beauty,Barode False Nails Bling Rhinestone Bead Wine Red Fake Nails Full Cover Simple Party Acrylic Nails for Women and Girls,4.4,14,[],[],,Barode,[],"{'Size': 'Large', 'Material': 'Acrylic', 'Brand': 'Barode', 'Pattern': 'Solid', 'Coverage': 'Full Well Tips', 'Package Dimensions': '5 x 4.5 x 0.8 inches; 0.32 Ounces', 'UPC': '802577522431'}",B07QRPT1XX
All Beauty,"Blackhead Extractor, Comedone Extractor & Blemish Remover Kit - 7 Professional Surgical Quality Tools including FREE Dentist's Mirror by Pristine Essentials + Complementary Ebook",3.5,39,"['PREMUIM INSTRUMENTS: 6 Double Ended Tools: Each tool does double duty taking care of any size or type of blemish including whiteheads, blackheads, pimples and acne. Lancet, Needle for piercing whiteheads and Rings for pressing out blackheads.', 'Easy cleaning 100% Surgical Stainless Steel.', 'ESTHETICIAN APPROVED: professional tools will remove all pimples and blackheads so you can do your own facial from the privacy of your own home. Get hard to reach areas around your nose.', 'BONUS FREE MIRROR AND CASE: Comes with a mirror helps to see debris in hard to see places. Comes in Leather Zipper Case to Easily Carry Along while Traveling.', 'BUY NOW: You are backed by Our 1 year replacement warranty!']","['Safe and Effective Extraction for Flawless Beautiful Skin You Deserve', 'Get Clean, Clear and Beautiful Skin Now!  Do you have blackheads, whiteheads, pimples on you face?  Are you sick of the blemishes on your skin?  Do you wish to have clean and clear skin?', 'Primary Instruments for acne extraction', ""Use these convenient tools to relieve your complexion by effectively extracting black and white heads.  This hygienic tool kit will not leave marks or scars when used properly.  The lance delicately pierces white heads when necessary and both parts of the tool can be used on face and body.  These tools feature a small loop for white heads and a flat side to extract blackheads.  The tools are designed with a pretty slate finish and the handle fits comfortably in the hand for ease and accuracy.  The angled wire end glides over whiteheads to release debris from the pore. The opposite side's long, flat loop is designed to gently press out blackheads.  100% satisfaction guaranteed or your money back no questions asked!  We cannot guarantee this SPECIAL PRICE, So be sure to add to your cart."", 'Tips', "": You should never push too hard on a blackhead. A deep, cystic pimple should not be opened with a loop extractor. When dealing with deep acne, it's best to visit a dermatologist."", 'TO MAKE THE DEAL EVEN BETTER WE HAVE INCLUDED A FREE EBOOK WITH TIPS ABOUT HOW TO CARE FOR YOUR SKIN']",,Pristine Essentials,[],"{'Brand': 'Pristine Essentials', 'Item Form': 'Needle', 'Material': 'Stainless Steel', 'Skin Type': 'acne prone', 'Item Weight': '137 Grams', 'Is Discontinued By Manufacturer': 'No', 'Package Dimensions': '6.6 x 2.4 x 1.1 inches; 4.83 Ounces', 'UPC': '646437950770', 'Manufacturer': 'Pristine Essentials'}",B01058DJ9U
All Beauty,"Summer's Eve Spa Set for Women | Gift Box | Women's Post Shave Hydrating Serum, 1oz Tube | Cleansing Feminine Wash, 12oz Bottle",4.2,58,"['Summer’s Eve Spa Feminine Cleansing Wash and Intimate Skin Serum elevate your daily intimate care routine', 'pH-balanced and gynecologist tested and is safe for sensitive skin', 'The feminine wash gently cleanses, freshens and leaves your skin feeling pampered', 'The serum comfortably hydrates, smooths and softens delicate intimate skin', ""Gift Set contains 1 bottle of Summer's Eve Spa Daily Intimate Wash (12 oz) & 1 tube of Summer's Eve Spa Daily Intimate Skin Serum (1 oz)""]","[""Give a special someone or pamper yourself and experience Daily Intimate Beauty with the Summer's Eve Spa gift set containing a Luxurious Cleansing Wash and an Intimate Serum. The Summer's Eve Spa Luxurious Cleansing Wash has a calming chamomile fragrance blended with essential oils. The creamy, pearly feminine wash is hypoallergenic and gynecologist tested, safe and gentle enough to use every day. Free from dyes and parabens, the wash cleanses and leaves the skin feeling pampered. Indulge in relaxation and renewal every day. The Summer's Eve Spa after shave Skin Serum was created for your most delicate intimate areas to comfortably hydrate, smooth and soften. Specifically designed to soothe delicate, freshly shaven or waxed intimate skin. 9 out of 10 women say the serum soothed skin after shaving. The serum is infused with vitamin E, coconut oil and aloe. Elevate your intimate care routine with the cleansing wash and luxurious serum from our Summer’s Eve Spa Kit for Women Gift Set.""]",19.99,Summer's Eve,[],"{'Item Form': 'Serum', 'Scent': 'Spa', 'Brand': ""Summer's Eve"", 'Skin Type': 'All', 'Active Ingredients': 'Lactic_acid', 'Product Dimensions': '8.87 x 2.22 x 9.32 inches; 1.34 Pounds', 'UPC': '041608002324', 'Manufacturer': 'Prestige Consumer Healthcare', 'Country of Origin': 'USA'}",B0B6QD5J3Q
All Beauty,"Native Fresh Peach Cupcake Body Wash - 18oz, Pack of 2…",4.3,82,[],[],,Generic,[],"{'Item Form': 'Cream', 'Skin Type': 'All', 'Brand': 'Generic', 'Scent': 'Vanilla, Peach, Coconut', 'Material Feature': 'Vegan', 'Is Discontinued By Manufacturer': 'No', 'Package Dimensions': '8.46 x 5.28 x 3.35 inches; 2.71 Pounds', 'UPC': '812154035513'}",B09PVR13F1
All Beauty,JulyQueen 165g Crochet Braiding Hair Yellow Color Crochet Hair for Black Women Synthetic Hair Extension Fold Length 41 Inch 3 Pack,3.6,2,[],[],,JulyQueen,[],"{'Package Dimensions': '14.6 x 5.2 x 2.6 inches; 1.2 Pounds', 'Item model number': '165Ycl-543'}",B087Q371ZR
All Beauty,"Blackhead Remover, Gahoroy Blackhead Vacuum Suction Remover, Electronic Pore Vacuum Cleaner, Acne Extractor Tool Set with LED Display for Facial Skin Treatment",3.3,33,"['✔Your Professional Facial Pore Cleaner-The latest generation blackhead Vacuum has more powerful suction and deeper clean your skin. Keep suction between 40-60KPA. Especially design for American skins, which has more powerful suction and deeper clean your skin. Treat stubborn blackhead, oil and make-up residue remove dead skin, firm the skin and smooth out wrinkles. improve acne skin, coarse pore, rough skin, oily skin and dirt nose.', '✔A Painless and Effective Blackhead Extractor-Made of eco-friendly ABS material, adopt smart vacuum suction technology, not only keep suction power within a safe, non-toxic and painless condition, but also can easily and quickly remove the stubborn blackhead if you use the stronger power. (Please note: don’t stay on one please over 3 second to prevent from purple or red skin, usually it’s recommended to start with lowest setting for beginner.)', '✔One Pore Extractor for all Types of Skin-1~2 mild suction level is for sensitive and dry skin and first time use with the small hole beauty head; 3 middle suction level is for neutral skin; 4 high suction level is for oily skin and 5 strong suction level is for mixed skin with big hole head. Oval head is for the corner of eye and nose.', '✔Long Standby Time and LED Display- How much electricity leaves and how level the suction is can be easily displayed on the screen. High quality lithium battery cell, only need to be charged 2 hours, you can use it over 180 minutes, which is suitable for stand in washing room, bedroom and bringing to travel. Meanwhile, High-end package is very wise choice for sending your family and friends as a gift.', '✔What You will Get - Electric Blackhead Remover x 1, Beauty Head x 4, Sponge Filters and Gasket x 1, User Manual x 1, Micro USB Charging Cable x 1, 30 days free replacement and refund of every product. Our Gahoo always look for high quality products and supply friendly service. If you have any question, please feel free to contact us, we will try our best to give you a solution for your 100 % satisfaction']","['Are you afraid that strong suction power would hurt your skin? Or, are you afraid that you cost much but the blackhead remover doesn’t work?', 'Gahoroy’s Blackhead & Pore Extractor solve all your worried. 5 suction levels can be chose,  which is suitable for all types of skin, deep clean stubborn blackhead and improve ,acne skin, oily skin, dead skin, coarse pore, and rough skin.', 'How to clean blackhead, oli and make-up residue?', '1)Use hot towel or steamer or exporting liquid (Highly recommend) to open the pore.2)Use it on your hand to know the suction firstly.(Sensitive and dry skin always use the 1-2 suction level and small beauty head)3)Remove the machine from up to down on your nose and T-zone.(Please don’t stay on one place too long to prevent red and purple skin)4)5 minutes later, use cold water or mask to restore your skin.(A little red is normal, don’t worry, it will disappear several minutes later)', 'Use the lowest suction and oval beauty head to lift the skin on the corner of eye which help reduce winkle.', 'After using, please take down the beauty head and clean it.(Don’t wash the machine body, it is not waterproof)', 'Why others can suck out blackhead, but I can’t?', 'Blackhead firmly exists on the pore, the key to suck out is to open the pore.', 'How to open the pore?', 'The pore will open when it meets hot, so that you can use facial steamer or hot towel 5 minutes,or directly use exporting liquid(better open) to open your pore.', 'If you have any problem, please feel free to contact us, we will always be here for you.']",,Gahoroy,[],"{'Brand': 'Gahoroy', 'Material': 'Acrylonitrile Butadiene Styrene', 'Color': 'White', 'Skin Type': 'Acne Prone', 'Unit Count': '1.00 Count', 'Is Discontinued By Manufacturer': 'No', 'Package Dimensions': '7.95 x 4.69 x 2.13 inches; 11.99 Ounces', 'Batteries': '1 Lithium Polymer batteries required. (included)', 'UPC': '630792739941', 'Manufacturer': 'Gahoroy'}",B07HFWFW9X
All Beauty,"CMQC Self Cleaning Slicker Brush for Cats & Dogs Pet Grooming Brush Tool for Shedding Pets Hair Brush for Long Short Haired Dog Cat to Remove Tangles, Loose Fur, Mats (Blue)",4.4,137,[],[],,CMQC,[],"{'Brand': 'CMQC', 'Color': 'Blue', 'Shape': 'Oblong', 'Handle Material': 'Rubber', 'Special Feature': 'Self Cleaning', 'Product Dimensions': '6.3 x 4.3 x 3 inches; 5.61 Ounces'}",B09V81J6NZ
All Beauty,"AIFAIFA 9Pcs Gel Nail Polish Set, Burgundy Nail Polish Kits Red Colors Soak Off UV/LED Nail Polish Set, Gel Polish with Base Coat & Glossy & Matte Top All-Season Salon Manicure Art Design Red",3.7,26,[],[],,AIFAIFA,[],"{'Brand': 'AIFAIFA', 'Item Form': 'Gel', 'Color': 'Burgundy,Red', 'Type': 'Gel', 'Finish Type': 'Glossy, Matte', 'Special Feature': 'Long Lasting', 'Material Feature': 'Non-Toxic', 'Unit Count': '9.00 Count', 'Number of Items': '9', 'Package Dimensions': '7.99 x 4.21 x 2.83 inches; 11.99 Ounces'}",B09JFTQLD5
All Beauty,"M-BOX Hair 12 Inch Wavy Bob Wig with Bangs Short Curly Bob Wigs Shoulder Length Synthetic Wigs for Women Pink Fluffy Pastel Colored Wigs for Girls (12"",#pink)",4.7,9,[],[],,FVLFIL M-BOX,[],"{'Material': 'synthetic', 'Hair Type': 'Wavy', 'Style': 'Modern', 'Brand': 'FVLFIL M-BOX', 'Age Range (Description)': 'Adult', 'Package Dimensions': '10.67 x 8.35 x 2.48 inches; 7.83 Ounces', 'UPC': '717373471534'}",B08P6X643K
All Beauty,"Lip Plumper Set, Natural Lip Plumper and Lip Care Serum, Lip Enhancer for Fuller, Lip Mask, Beautiful Fuller, Hydrating & Reduce Fine Lines, Day&Night",3.6,124,[],[],,CUPBEN,[],"{'Is Discontinued By Manufacturer': 'No', 'Package Dimensions': '3.7 x 3.23 x 0.87 inches; 1.45 Ounces', 'Item model number': '12313'}",B0921VWJ46
All Beauty,Eyeshadow Makeup Palette Matte Shimmer Glitter Eyeshadow Pallet High Pigmented Long Lasting Professional Metallic Eye Shadows Waterproof Make-Up 35 Colors (01),3.6,17,[],[],,SACE LADY,[],"{'Brand': 'SACE LADY', 'Item Form': 'Powder', 'Finish Type': 'Matte', 'Special Feature': 'Waterproof, Matte, Long lasting', 'Product Benefits': 'Long Lasting', 'Product Dimensions': '7.95 x 4.09 x 0.47 inches; 0.04 Ounces', 'Item model number': 'AMZ-SL326'}",B08MTLP5X5
All Beauty,"Ruairie False Eyelashes, 6 Pairs Faux Mink Lashes Fluffy Dramatic Full False Lashes Strip",3.9,26,[],[],,Ruairie,[],"{'Color': 'Black', 'Brand': 'Ruairie', 'Material': 'Faux Mink', 'Material Feature': 'Cruelty Free', 'Item Form': 'Pair', 'Package Dimensions': '6.6 x 6 x 0.6 inches; 2.4 Ounces'}",B08CX6TP21
All Beauty,JIMIRE Extra Powerful Gel Remover with Brush Applicator for Professional Eyelash Extensions | Quick & Gentle Remove Adhesive in 60s with No Fume | Easy & Convenient to Use | 10 ml,3.1,11,[],[],,JIMIRE,[],"{'Package Dimensions': '5.12 x 1.42 x 0.67 inches; 1.41 Ounces', 'UPC': '732376371056'}",B081DV4BNZ
All Beauty,"False Eyelashes Lashes 22mm Fluffy Full Thick Lashes Dramatic Long 6D Faux Mink Lashes Pack Crossed Soft Reusable Handmade Fake Eyelashes, 16 Pairs Pack by Pawotence",3.9,46,[],[],,Pawotence,[],"{'Brand': 'Pawotence', 'Material': 'Faux Mink', 'Material Feature': 'Cruelty Free', 'Item Form': 'Pair', 'Mounting Type': 'Eyelash Glue', 'Package Dimensions': '7.4 x 6.3 x 0.47 inches; 1.13 Ounces', 'Item model number': '2345-6'}",B095RPGD4N
All Beauty,Vera Bradley Fragrance Coffret 4 Piece Set,4.7,3,[],[],,Vera Bradley,[],{},B07B4MP5CG
All Beauty,"Curling Iron, Curling Wand Set with Hair Straightener Brush, Professional Hair Curler with 6 Interchangeable Ceramic Barrels, 60 Min Auto Off Hair Iron with Heat Resistant Glove, 2 Clip…",4.1,539,[],[],,Duomishu,[],"{'Brand': 'Duomishu', 'Hair Type': 'Fine', 'Material': 'Ceramic', 'Power Source': 'Corded Electric', 'Max Temperature Setting': '232.2 Degrees Celsius', 'Package Dimensions': '13.54 x 8.7 x 2.24 inches; 2.25 Pounds', 'UPC': '641197835275', 'Manufacturer': 'SuperDuomishu'}",B08CXYYBHQ
All Beauty,"8 Packs 12"" Spring Senegalese Twist Crochet Braids Hair Pre-twisted Havana Mambo Spring Twist Pre-looped Braiding Hair Synthetic Dreadlocks (T1B/30)",3.5,17,[],[],,Abellee,[],"{'Brand': 'Abellee', 'Material': 'Synthetic', 'Extension Length': '12 Inches', 'Hair Type': 'Straight', 'Installation Type': 'Sew-In', 'Is Discontinued By Manufacturer': 'No', 'Package Dimensions': '12.6 x 9 x 3.6 inches; 15.84 Ounces', 'UPC': '723990027108'}",B07HQJBRKP
All Beauty,"Yeshan Rhinestone and Crystal Beaded Flower Design Plastic Headband, Hairband for girls,White",3.6,12,[],[],,Yeshan,[],"{'Age Range (Description)': 'Youth', 'Material': 'Plastic', 'Fabric Type': 'plastic', 'Number of Items': '1', 'Item Weight': '0.02 Pounds', 'Is Discontinued By Manufacturer': 'No', 'Product Dimensions': '6.1 x 6.1 x 0.79 inches; 0.32 Ounces', 'UPC': '602612000449'}",B00Y7YQAGS
All Beauty,Vanilla Rose Brightening Powder,3.8,10,[],[],,BESAME COSMETICS,[],"{'Brand': 'BESAME COSMETICS', 'Item Form': 'Powder', 'Coverage': 'Medium', 'Product Benefits': 'Brightening', 'Number of Items': '1', 'Is Discontinued By Manufacturer': 'No', 'Package Dimensions': '8 x 2.2 x 1 inches; 0.16 Ounces', 'UPC': '185805000490'}",B01DH3UMYU
All Beauty,"CAXIRO IPL Hair Removal Device for Women and Man, Permanent Reduction in Hair Regrowth for Body, Face & Precision Areas (Bikini and Underarms)",2.8,19,[],[],49.99,CAXIRO,[],"{'Package Dimensions': '7.76 x 7.68 x 2.32 inches; 1.48 Pounds', 'UPC': '791324774318'}",B08VJ7CZW3
All Beauty,Facial Cleansing Brush made with Ultra Hygienic Soft Silicone 4-PACK,3.4,21,"['💕【Food Grade Silicone】Made of food grade silicone material, super soft not to hurt the skin. anti-oxidation, and durable.', '💕【Powerfully Purify Pores】Our silicone face scrubbers is built with two different structure of bristles to ensure a gentle but dense skin and pores clean.', '💕【4 in 1 Beauty Care Tools】It combines the 4 functions of facial cleansing, blackheads removing, exfoliation, massage, make your skin more smooth,and relieve the redness caused by acne.', ""💕【New Design with a Good Grip Finger Handle】Easy to Use And Don't Worry to Slip Down. The Handle that goes in between Your Fingers makes it easy to Hold and Move around While Cleaning Your Face."", '💕【Scrub Your Way to Radiant Skin】Invigorate your skin with our silicone face scrubbers. Helps soften the skin, promote facial blood circulation, improve skin absorption of cream, serum, moisturizer.']",[],,HAMUULL,[],"{'Product Dimensions': '2.76 x 1.97 x 0.08 inches; 0.32 Ounces', 'UPC': '779683799654', 'Manufacturer': 'HAMUULL'}",B08GR16Y3Z
All Beauty,"Blackhead Mask,Sky-shop Facial Mask Nose Mask Face Mask Blackhead Cream with Activated Charcoal Deep Pore Cleanse, Peel Off Deep Skin Clean Purifying Face Mask for Acne and Blackheads (100g) (110G)",3.6,41,[],[],,Pei Mei,[],"{'Brand': 'Pei Mei', 'Item Form': 'Cream', 'Scent': 'Honey', 'Unit Count': '3.5274 Ounce', 'Number of Items': '2'}",B010B0S67C
